order,replicate,arm_id,run_id,attempt_number,sequence,trace_line,call_index,event,tool,paths,summary,attempt_resolved,hidden_passed,hidden_total,failed_probe_ids
6,2,A_full,20260717T032247Z-8c93255d,1,10,33,1,file_read,shell_command,tests//test_api_schemas.py,"{""command"":""Get-Content -LiteralPath 'tests\\test_api_schemas.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,11,42,1,file_read,shell_command,src//reservation_fixture//api//serializer.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\serializer.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,12,43,1,file_read,shell_command,src//reservation_fixture//events//audit.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\events\\audit.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,13,44,1,search,shell_command,,"{""command"":""rg \""reserve_order|cancel_reservation|publisher|record_.*audit|EventPort\"" -n tests src"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms""...",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,14,53,1,file_read,shell_command,src//reservation_fixture//domain//money.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\domain\\money.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,15,54,1,file_read,shell_command,src//reservation_fixture//events//publisher.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\events\\publisher.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,16,55,1,file_read,shell_command,tests//test_reservation_api.py,"{""command"":""Get-Content -LiteralPath 'tests\\test_reservation_api.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,17,56,1,file_read,shell_command,src//reservation_fixture//domain//errors.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\domain\\errors.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,18,57,1,file_read,shell_command,src//reservation_fixture//__init__.py|src//reservation_fixture//api//__init__.py|src//reservation_fixture//cancellation//__init__.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\__init__.py'; Get-Content -LiteralPath 'src\\reservation_fixture\\__init__.py'; Get-Content -LiteralPath 'src\\reservation_fixture\\cancellation\\__init__.py'"",""workdir...",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,19,67,1,file_read,shell_command,README.md,"{""command"":""Get-Content -LiteralPath 'README.md'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,20,69,1,file_read,shell_command,pyproject.toml,"{""command"":""Get-Content -LiteralPath 'pyproject.toml'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,21,78,1,edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/A_full/20260717T032247Z-8c93255d/workspace/src/reservation_fixture/api/cancellation.py,"*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\A_full\20260717T032247Z-8c93255d\workspace\src\reservation_fixture\api\cancellation.py @@ from typing import Any, Callable +from reservation_f...",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,22,82,1,edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/A_full/20260717T032247Z-8c93255d/workspace/src/reservation_fixture/events/cancellation_audit.py,*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\A_full\20260717T032247Z-8c93255d\workspace\src\reservation_fixture\events\cancellation_audit.py @@ from reservation_fixture.domain.models impo...,1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,23,88,1,edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/A_full/20260717T032247Z-8c93255d/workspace/src/reservation_fixture/api/__init__.py,*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\A_full\20260717T032247Z-8c93255d\workspace\src\reservation_fixture\api\__init__.py @@ +from reservation_fixture.api.cancellation import cancel...,1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,24,92,1,edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/A_full/20260717T032247Z-8c93255d/workspace/src/reservation_fixture/__init__.py,"*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\A_full\20260717T032247Z-8c93255d\workspace\src\reservation_fixture\__init__.py @@ """"""Inventory reservation experiment fixture."""""" +from reserv...",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,25,100,1,test_run|edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/A_full/20260717T032247Z-8c93255d/workspace/tests/test_cancellation_api.py,*** Begin Patch *** Add File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\A_full\20260717T032247Z-8c93255d\workspace\tests\test_cancellation_api.py +from copy import deepcopy +from decimal import Decimal + +import pytes...,1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,26,107,1,test_run,shell_command,,"{""command"":""python -m pytest"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":120000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,27,128,1,test_run,shell_command,,"{""command"":""$env:PYTHONDONTWRITEBYTECODE='1'; python -m pytest"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":120000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,28,133,1,file_read,shell_command,src//reservation_fixture//api//cancellation.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\cancellation.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,29,134,1,file_read,shell_command,src//reservation_fixture//events//cancellation_audit.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\events\\cancellation_audit.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,30,135,1,file_read,shell_command,src//reservation_fixture//__init__.py|src//reservation_fixture//api//__init__.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\__init__.py'; Get-Content -LiteralPath 'src\\reservation_fixture\\api\\__init__.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20...",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,31,144,1,search,shell_command,,"{""command"":""rg \""NotImplementedError|successor task|intentionally left incomplete\"" src tests"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,32,145,1,search,shell_command,,"{""command"":""rg \""cancel_reservation|record_cancellation_audit\"" -n src tests"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,33,,,evaluation,HALF private evaluator,,public 29/29; hidden 10/10,1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,1,17,1,search,shell_command,,"{""command"":""rg --files"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,2,18,1,file_read,shell_command,pyproject.toml,"{""command"":""Get-Content -LiteralPath pyproject.toml"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,3,19,1,file_read,shell_command,README.md,"{""command"":""Get-Content -LiteralPath README.md"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,4,27,1,file_read,shell_command,src//reservation_fixture//domain//models.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\domain\\models.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,5,28,1,file_read,shell_command,src//reservation_fixture//domain//errors.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\domain\\errors.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,6,29,1,file_read,shell_command,src//reservation_fixture//reservation//service.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\reservation\\service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,7,30,1,file_read,shell_command,src//reservation_fixture//cancellation//service.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\cancellation\\service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,8,38,1,file_read,shell_command,src//reservation_fixture//repositories//memory.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\repositories\\memory.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,9,39,1,file_read,shell_command,src//reservation_fixture//reservation//ports.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\reservation\\ports.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,10,40,1,file_read,shell_command,src//reservation_fixture//api//reservation.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\api\\reservation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,11,41,1,file_read,shell_command,src//reservation_fixture//api//cancellation.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\api\\cancellation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,12,42,1,file_read,shell_command,src//reservation_fixture//api//schemas.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\api\\schemas.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,13,43,1,file_read,shell_command,src//reservation_fixture//api//serializer.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\api\\serializer.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,14,53,1,file_read,shell_command,src//reservation_fixture//events//cancellation_audit.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\events\\cancellation_audit.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":...",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,15,54,1,file_read,shell_command,src//reservation_fixture//events//audit.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\events\\audit.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,16,55,1,file_read,shell_command,src//reservation_fixture//events//publisher.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\events\\publisher.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,17,56,1,file_read,shell_command,tests//test_cancellation_service.py,"{""command"":""Get-Content -LiteralPath tests\\test_cancellation_service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,18,57,1,file_read,shell_command,tests//test_reservation_api.py,"{""command"":""Get-Content -LiteralPath tests\\test_reservation_api.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,19,58,1,file_read,shell_command,tests//test_api_schemas.py,"{""command"":""Get-Content -LiteralPath tests\\test_api_schemas.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,20,67,1,file_read,shell_command,tests//test_service.py,"{""command"":""Get-Content -LiteralPath tests\\test_service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,21,68,1,file_read,shell_command,tests//test_repositories.py,"{""command"":""Get-Content -LiteralPath tests\\test_repositories.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,22,69,1,file_read,shell_command,tests//test_models.py,"{""command"":""Get-Content -LiteralPath tests\\test_models.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,23,70,1,file_read,shell_command,tests//test_allocation.py,"{""command"":""Get-Content -LiteralPath tests\\test_allocation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,24,71,1,file_read,shell_command,tests//test_money.py,"{""command"":""Get-Content -LiteralPath tests\\test_money.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,25,81,1,test_run,shell_command,,"{""command"":""python -m pytest"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":120000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,26,87,1,file_read,shell_command,src//reservation_fixture//fixtures.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\fixtures.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,27,88,1,file_read,shell_command,src//reservation_fixture//api//__init__.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\api\\__init__.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,28,89,1,file_read,shell_command,src//reservation_fixture//cancellation//__init__.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\cancellation\\__init__.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,29,90,1,file_read,shell_command,src//reservation_fixture//reservation//idempotency.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\reservation\\idempotency.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":10...",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,30,97,1,search,shell_command,README.md,"{""command"":""rg -n \""cancel|cancellation|TODO|NotImplemented|reservation\\.\"" src tests README.md"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_...",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,31,104,1,edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/H_no_handoff/20260717T032929Z-aa3ca5bb/workspace/src/reservation_fixture/api/__init__.py|D:/code/workspace/half-experiment-runs/reservation-v4-natural/H_no_handoff/20260717T032929Z-aa3ca5bb/workspace/src/reservation_fixture/api/cancellation.py|D:/code/workspace/half-experiment-runs/reservation-v4-natural/H_no_handoff/20260717T032929Z-aa3ca5bb/workspace/src/reservation_fixture/events/cancellation_audit.py,"*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\H_no_handoff\20260717T032929Z-aa3ca5bb\workspace\src\reservation_fixture\api\cancellation.py @@ from typing import Any, Callable +from reserva...",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,32,111,1,edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/H_no_handoff/20260717T032929Z-aa3ca5bb/workspace/tests/test_reservation_api.py,*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\H_no_handoff\20260717T032929Z-aa3ca5bb\workspace\tests\test_reservation_api.py @@ from copy import deepcopy from decimal import Decimal +from ...,1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,33,118,1,test_run,shell_command,,"{""command"":""python -m pytest"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\H_no_handoff\\20260717T032929Z-aa3ca5bb\\workspace"",""timeout_ms"":120000}",1,10,10,
7,2,H_no_handoff,20260717T032929Z-aa3ca5bb,1,34,,,evaluation,HALF private evaluator,,public 28/28; hidden 10/10,1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,1,17,1,search,shell_command,,"{""command"":""rg -n \""NotImplementedError|cancel_reservation|record_cancellation_audit|CancellationService|parse_cancellation_request|reservation_to_dict\"" src tests"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-nat...",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,2,18,1,file_read,shell_command,src//reservation_fixture//api//cancellation.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\api\\cancellation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,3,19,1,file_read,shell_command,src//reservation_fixture//events//cancellation_audit.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\events\\cancellation_audit.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10...",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,4,20,1,file_read,shell_command,src//reservation_fixture//cancellation//service.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\cancellation\\service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,5,29,1,file_read,shell_command,src//reservation_fixture//api//reservation.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\api\\reservation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,6,30,1,file_read,shell_command,src//reservation_fixture//api//schemas.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\api\\schemas.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,7,31,1,file_read,shell_command,src//reservation_fixture//api//serializer.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\api\\serializer.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,8,32,1,file_read,shell_command,src//reservation_fixture//reservation//ports.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\reservation\\ports.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,9,33,1,file_read,shell_command,src//reservation_fixture//repositories//memory.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\repositories\\memory.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,10,43,1,file_read,shell_command,src//reservation_fixture//events//audit.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\events\\audit.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,11,44,1,file_read,shell_command,tests//test_reservation_api.py,"{""command"":""Get-Content -Path tests\\test_reservation_api.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,12,45,1,file_read,shell_command,tests//test_cancellation_service.py,"{""command"":""Get-Content -Path tests\\test_cancellation_service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,13,46,1,file_read,shell_command,tests//test_repositories.py,"{""command"":""Get-Content -Path tests\\test_repositories.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,14,47,1,file_read,shell_command,tests//test_models.py,"{""command"":""Get-Content -Path tests\\test_models.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,15,55,1,file_read,shell_command,src//reservation_fixture//domain//models.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\domain\\models.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
8,2,D_no_verification,20260717T033627Z-90fe8205,1,16,56,1,file_read,shell_command,src//reservation_fixture//domain//errors.py,"{""command"":""Get-Content -Path src\\reservation_fixture\\domain\\errors.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T033627Z-90fe8205\\workspace"",""timeout_ms"":10000}",1,10,10,
